# This file was generated with ParaNMR v1.14.0 at 12:33:11 21-07-2026 
shift (ppm),intensity (a.u.)
-111.781273,0.000585
-111.779033,0.000585
-111.776792,0.000585
-111.774552,0.000585
-111.772312,0.000585
-111.770071,0.000585
-111.767831,0.000585
-111.765591,0.000585
-111.763350,0.000586
-111.761110,0.000586
-111.758870,0.000586
-111.756629,0.000586
-111.754389,0.000586
-111.752148,0.000586
-111.749908,0.000586
-111.747668,0.000586
-111.745427,0.000587
-111.743187,0.000587
-111.740947,0.000587
-111.738706,0.000587
-111.736466,0.000587
-111.734226,0.000587
-111.731985,0.000587
-111.729745,0.000588
-111.727505,0.000588
-111.725264,0.000588
-111.723024,0.000588
-111.720784,0.000588
-111.718543,0.000588
-111.716303,0.000588
-111.714063,0.000588
-111.711822,0.000589
-111.709582,0.000589
-111.707342,0.000589
-111.705101,0.000589
-111.702861,0.000589
-111.700621,0.000589
-111.698380,0.000589
-111.696140,0.000589
-111.693899,0.000590
-111.691659,0.000590
-111.689419,0.000590
-111.687178,0.000590
-111.684938,0.000590
-111.682698,0.000590
-111.680457,0.000590
-111.678217,0.000590
-111.675977,0.000591
-111.673736,0.000591
-111.671496,0.000591
-111.669256,0.000591
-111.667015,0.000591
-111.664775,0.000591
-111.662535,0.000591
-111.660294,0.000591
-111.658054,0.000592
-111.655814,0.000592
-111.653573,0.000592
-111.651333,0.000592
-111.649093,0.000592
-111.646852,0.000592
-111.644612,0.000592
-111.642371,0.000593
-111.640131,0.000593
-111.637891,0.000593
-111.635650,0.000593
-111.633410,0.000593
-111.631170,0.000593
-111.628929,0.000593
-111.626689,0.000593
-111.624449,0.000594
-111.622208,0.000594
-111.619968,0.000594
-111.617728,0.000594
-111.615487,0.000594
-111.613247,0.000594
-111.611007,0.000594
-111.608766,0.000594
-111.606526,0.000595
-111.604286,0.000595
-111.602045,0.000595
-111.599805,0.000595
-111.597565,0.000595
-111.595324,0.000595
-111.593084,0.000595
-111.590844,0.000596
-111.588603,0.000596
-111.586363,0.000596
-111.584122,0.000596
-111.581882,0.000596
-111.579642,0.000596
-111.577401,0.000596
-111.575161,0.000596
-111.572921,0.000597
-111.570680,0.000597
-111.568440,0.000597
-111.566200,0.000597
-111.563959,0.000597
-111.561719,0.000597
-111.559479,0.000597
-111.557238,0.000597
-111.554998,0.000598
-111.552758,0.000598
-111.550517,0.000598
-111.548277,0.000598
-111.546037,0.000598
-111.543796,0.000598
-111.541556,0.000598
-111.539316,0.000599
-111.537075,0.000599
-111.534835,0.000599
-111.532595,0.000599
-111.530354,0.000599
-111.528114,0.000599
-111.525873,0.000599
-111.523633,0.000599
-111.521393,0.000600
-111.519152,0.000600
-111.516912,0.000600
-111.514672,0.000600
-111.512431,0.000600
-111.510191,0.000600
-111.507951,0.000600
-111.505710,0.000600
-111.503470,0.000601
-111.501230,0.000601
-111.498989,0.000601
-111.496749,0.000601
-111.494509,0.000601
-111.492268,0.000601
-111.490028,0.000601
-111.487788,0.000602
-111.485547,0.000602
-111.483307,0.000602
-111.481067,0.000602
-111.478826,0.000602
-111.476586,0.000602
-111.474346,0.000602
-111.472105,0.000602
-111.469865,0.000603
-111.467624,0.000603
-111.465384,0.000603
-111.463144,0.000603
-111.460903,0.000603
-111.458663,0.000603
-111.456423,0.000603
-111.454182,0.000604
-111.451942,0.000604
-111.449702,0.000604
-111.447461,0.000604
-111.445221,0.000604
