# This file was generated with ParaNMR v1.12.3 at 12:49:45 06-07-2026 
shift (ppm),intensity (a.u.)
-95.786161,0.000028
-95.783880,0.000028
-95.781599,0.000028
-95.779318,0.000028
-95.777036,0.000028
-95.774755,0.000028
-95.772474,0.000028
-95.770193,0.000028
-95.767911,0.000028
-95.765630,0.000028
-95.763349,0.000028
-95.761068,0.000028
-95.758786,0.000028
-95.756505,0.000028
-95.754224,0.000028
-95.751943,0.000028
-95.749661,0.000028
-95.747380,0.000028
-95.745099,0.000028
-95.742818,0.000028
-95.740536,0.000028
-95.738255,0.000028
-95.735974,0.000028
-95.733693,0.000028
-95.731411,0.000028
-95.729130,0.000028
-95.726849,0.000028
-95.724568,0.000028
-95.722286,0.000028
-95.720005,0.000028
-95.717724,0.000028
-95.715443,0.000028
-95.713161,0.000028
-95.710880,0.000028
-95.708599,0.000028
-95.706317,0.000028
-95.704036,0.000028
-95.701755,0.000028
-95.699474,0.000028
-95.697192,0.000028
-95.694911,0.000028
-95.692630,0.000028
-95.690349,0.000028
-95.688067,0.000028
-95.685786,0.000028
-95.683505,0.000028
-95.681224,0.000028
-95.678942,0.000028
-95.676661,0.000028
-95.674380,0.000028
-95.672099,0.000028
-95.669817,0.000028
-95.667536,0.000028
-95.665255,0.000028
-95.662974,0.000028
-95.660692,0.000028
-95.658411,0.000028
-95.656130,0.000028
-95.653849,0.000028
-95.651567,0.000028
-95.649286,0.000028
-95.647005,0.000028
-95.644724,0.000028
-95.642442,0.000028
-95.640161,0.000028
-95.637880,0.000028
-95.635599,0.000028
-95.633317,0.000028
-95.631036,0.000028
-95.628755,0.000028
-95.626474,0.000028
-95.624192,0.000028
-95.621911,0.000028
-95.619630,0.000028
-95.617349,0.000028
-95.615067,0.000028
-95.612786,0.000028
-95.610505,0.000028
-95.608224,0.000028
-95.605942,0.000028
-95.603661,0.000028
-95.601380,0.000028
-95.599099,0.000028
-95.596817,0.000028
-95.594536,0.000028
-95.592255,0.000028
-95.589973,0.000028
-95.587692,0.000028
-95.585411,0.000028
-95.583130,0.000028
-95.580848,0.000028
-95.578567,0.000028
-95.576286,0.000028
-95.574005,0.000028
-95.571723,0.000028
-95.569442,0.000028
-95.567161,0.000028
-95.564880,0.000028
-95.562598,0.000028
-95.560317,0.000028
-95.558036,0.000028
-95.555755,0.000028
-95.553473,0.000028
-95.551192,0.000028
-95.548911,0.000028
-95.546630,0.000028
-95.544348,0.000028
-95.542067,0.000028
-95.539786,0.000028
-95.537505,0.000028
-95.535223,0.000028
-95.532942,0.000028
-95.530661,0.000028
-95.528380,0.000028
-95.526098,0.000028
-95.523817,0.000028
-95.521536,0.000028
-95.519255,0.000028
-95.516973,0.000028
-95.514692,0.000028
-95.512411,0.000028
-95.510130,0.000028
-95.507848,0.000028
-95.505567,0.000028
-95.503286,0.000028
-95.501005,0.000028
-95.498723,0.000028
-95.496442,0.000028
-95.494161,0.000028
-95.491880,0.000028
-95.489598,0.000028
-95.487317,0.000028
-95.485036,0.000028
-95.482754,0.000028
-95.480473,0.000028
-95.478192,0.000028
-95.475911,0.000028
-95.473629,0.000028
-95.471348,0.000028
-95.469067,0.000028
-95.466786,0.000028
-95.464504,0.000028
-95.462223,0.000028
-95.459942,0.000028
-95.457661,0.000028
-95.455379,0.000028
-95.453098,0.000029
-95.450817,0.000029
-95.448536,0.000029
-95.446254,0.000029
-95.443973,0.000029
-95.441692,0.000029
-95.439411,0.000029
-95.437129,0.000029
-95.434848,0.000029
-95.432567,0.000029
-95.430286,0.000029
-95.428004,0.000029
-95.425723,0.000029
-95.423442,0.000029
-95.421161,0.000029
-95.418879,0.000029
-95.416598,0.000029
-95.414317,0.000029
-95.412036,0.000029
-95.409754,0.000029
-95.407473,0.000029
-95.405192,0.000029
-95.402911,0.000029
-95.400629,0.000029
-95.398348,0.000029
-95.396067,0.000029
-95.393786,0.000029
-95.391504,0.000029
-95.389223,0.000029
-95.386942,0.000029
-95.384661,0.000029
-95.382379,0.000029
-95.380098,0.000029
-95.377817,0.000029
-95.375536,0.000029
-95.373254,0.000029
-95.370973,0.000029
-95.368692,0.000029
-95.366410,0.000029
-95.364129,0.000029
-95.361848,0.000029
-95.359567,0.000029
-95.357285,0.000029
-95.355004,0.000029
-95.352723,0.000029
-95.350442,0.000029
-95.348160,0.000029
-95.345879,0.000029
-95.343598,0.000029
-95.341317,0.000029
-95.339035,0.000029
-95.336754,0.000029
-95.334473,0.000029
-95.332192,0.000029
-95.329910,0.000029
-95.327629,0.000029
-95.325348,0.000029
-95.323067,0.000029
-95.320785,0.000029
-95.318504,0.000029
-95.316223,0.000029
-95.313942,0.000029
-95.311660,0.000029
-95.309379,0.000029
-95.307098,0.000029
-95.304817,0.000029
-95.302535,0.000029
-95.300254,0.000029
-95.297973,0.000029
-95.295692,0.000029
-95.293410,0.000029
-95.291129,0.000029
-95.288848,0.000029
-95.286567,0.000029
-95.284285,0.000029
-95.282004,0.000029
-95.279723,0.000029
-95.277442,0.000029
-95.275160,0.000029
-95.272879,0.000029
-95.270598,0.000029
-95.268317,0.000029
-95.266035,0.000029
-95.263754,0.000029
-95.261473,0.000029
-95.259192,0.000029
-95.256910,0.000029
-95.254629,0.000029
-95.252348,0.000029
-95.250066,0.000029
-95.247785,0.000029
-95.245504,0.000029
-95.243223,0.000029
-95.240941,0.000029
-95.238660,0.000029
-95.236379,0.000029
-95.234098,0.000029
-95.231816,0.000029
-95.229535,0.000029
-95.227254,0.000029
-95.224973,0.000029
-95.222691,0.000029
-95.220410,0.000029
-95.218129,0.000029
-95.215848,0.000029
-95.213566,0.000029
-95.211285,0.000029
-95.209004,0.000029
-95.206723,0.000029
-95.204441,0.000029
-95.202160,0.000029
-95.199879,0.000029
-95.197598,0.000029
-95.195316,0.000029
-95.193035,0.000029
-95.190754,0.000029
-95.188473,0.000029
-95.186191,0.000029
-95.183910,0.000029
-95.181629,0.000029
-95.179348,0.000029
-95.177066,0.000029
-95.174785,0.000029
-95.172504,0.000029
-95.170223,0.000029
-95.167941,0.000029
-95.165660,0.000029
-95.163379,0.000029
-95.161098,0.000029
-95.158816,0.000029
-95.156535,0.000029
-95.154254,0.000029
-95.151973,0.000029
-95.149691,0.000029
-95.147410,0.000029
-95.145129,0.000029
-95.142847,0.000029
-95.140566,0.000029
-95.138285,0.000029
-95.136004,0.000029
-95.133722,0.000029
-95.131441,0.000029
-95.129160,0.000029
-95.126879,0.000029
-95.124597,0.000029
-95.122316,0.000029
-95.120035,0.000029
-95.117754,0.000029
-95.115472,0.000029
-95.113191,0.000029
-95.110910,0.000029
-95.108629,0.000029
-95.106347,0.000029
-95.104066,0.000029
-95.101785,0.000029
-95.099504,0.000029
-95.097222,0.000029
-95.094941,0.000029
-95.092660,0.000029
-95.090379,0.000029
-95.088097,0.000029
-95.085816,0.000029
-95.083535,0.000029
-95.081254,0.000029
-95.078972,0.000029
-95.076691,0.000029
-95.074410,0.000029
-95.072129,0.000029
-95.069847,0.000029
-95.067566,0.000029
-95.065285,0.000029
-95.063004,0.000029
-95.060722,0.000029
-95.058441,0.000029
-95.056160,0.000029
-95.053879,0.000029
-95.051597,0.000029
-95.049316,0.000029
-95.047035,0.000029
-95.044754,0.000029
-95.042472,0.000029
-95.040191,0.000029
-95.037910,0.000029
-95.035629,0.000029
-95.033347,0.000029
-95.031066,0.000029
-95.028785,0.000029
-95.026503,0.000029
-95.024222,0.000029
-95.021941,0.000029
-95.019660,0.000029
-95.017378,0.000029
-95.015097,0.000029
-95.012816,0.000029
-95.010535,0.000029
-95.008253,0.000029
-95.005972,0.000029
-95.003691,0.000029
-95.001410,0.000029
-94.999128,0.000029
-94.996847,0.000029
-94.994566,0.000029
-94.992285,0.000029
-94.990003,0.000029
-94.987722,0.000029
-94.985441,0.000029
-94.983160,0.000029
-94.980878,0.000029
-94.978597,0.000029
-94.976316,0.000029
-94.974035,0.000029
-94.971753,0.000029
-94.969472,0.000029
-94.967191,0.000029
-94.964910,0.000029
-94.962628,0.000029
-94.960347,0.000029
-94.958066,0.000029
-94.955785,0.000029
-94.953503,0.000029
-94.951222,0.000029
-94.948941,0.000029
-94.946660,0.000029
-94.944378,0.000029
-94.942097,0.000029
-94.939816,0.000029
-94.937535,0.000029
-94.935253,0.000029
-94.932972,0.000029
-94.930691,0.000029
-94.928410,0.000029
-94.926128,0.000029
-94.923847,0.000029
-94.921566,0.000029
-94.919285,0.000029
-94.917003,0.000029
-94.914722,0.000029
-94.912441,0.000029
-94.910159,0.000029
-94.907878,0.000029
-94.905597,0.000029
-94.903316,0.000029
-94.901034,0.000029
-94.898753,0.000029
-94.896472,0.000029
-94.894191,0.000029
-94.891909,0.000029
-94.889628,0.000029
-94.887347,0.000029
-94.885066,0.000029
-94.882784,0.000029
-94.880503,0.000029
-94.878222,0.000030
-94.875941,0.000030
-94.873659,0.000030
-94.871378,0.000030
-94.869097,0.000030
-94.866816,0.000030
-94.864534,0.000030
-94.862253,0.000030
-94.859972,0.000030
-94.857691,0.000030
-94.855409,0.000030
-94.853128,0.000030
-94.850847,0.000030
-94.848566,0.000030
-94.846284,0.000030
-94.844003,0.000030
-94.841722,0.000030
-94.839441,0.000030
-94.837159,0.000030
-94.834878,0.000030
-94.832597,0.000030
-94.830316,0.000030
-94.828034,0.000030
-94.825753,0.000030
-94.823472,0.000030
-94.821191,0.000030
-94.818909,0.000030
-94.816628,0.000030
-94.814347,0.000030
-94.812066,0.000030
-94.809784,0.000030
-94.807503,0.000030
-94.805222,0.000030
-94.802941,0.000030
-94.800659,0.000030
-94.798378,0.000030
-94.796097,0.000030
-94.793815,0.000030
-94.791534,0.000030
-94.789253,0.000030
-94.786972,0.000030
-94.784690,0.000030
-94.782409,0.000030
-94.780128,0.000030
-94.777847,0.000030
-94.775565,0.000030
-94.773284,0.000030
-94.771003,0.000030
-94.768722,0.000030
-94.766440,0.000030
-94.764159,0.000030
-94.761878,0.000030
-94.759597,0.000030
-94.757315,0.000030
-94.755034,0.000030
-94.752753,0.000030
-94.750472,0.000030
-94.748190,0.000030
-94.745909,0.000030
-94.743628,0.000030
-94.741347,0.000030
-94.739065,0.000030
-94.736784,0.000030
-94.734503,0.000030
-94.732222,0.000030
-94.729940,0.000030
-94.727659,0.000030
-94.725378,0.000030
-94.723097,0.000030
-94.720815,0.000030
-94.718534,0.000030
-94.716253,0.000030
-94.713972,0.000030
-94.711690,0.000030
-94.709409,0.000030
-94.707128,0.000030
-94.704847,0.000030
-94.702565,0.000030
-94.700284,0.000030
-94.698003,0.000030
-94.695722,0.000030
-94.693440,0.000030
-94.691159,0.000030
-94.688878,0.000030
-94.686596,0.000030
-94.684315,0.000030
-94.682034,0.000030
-94.679753,0.000030
-94.677471,0.000030
-94.675190,0.000030
-94.672909,0.000030
-94.670628,0.000030
-94.668346,0.000030
-94.666065,0.000030
-94.663784,0.000030
-94.661503,0.000030
-94.659221,0.000030
-94.656940,0.000030
-94.654659,0.000030
-94.652378,0.000030
-94.650096,0.000030
-94.647815,0.000030
-94.645534,0.000030
-94.643253,0.000030
-94.640971,0.000030
-94.638690,0.000030
-94.636409,0.000030
-94.634128,0.000030
-94.631846,0.000030
-94.629565,0.000030
-94.627284,0.000030
-94.625003,0.000030
-94.622721,0.000030
-94.620440,0.000030
-94.618159,0.000030
-94.615878,0.000030
-94.613596,0.000030
-94.611315,0.000030
-94.609034,0.000030
-94.606753,0.000030
-94.604471,0.000030
-94.602190,0.000030
-94.599909,0.000030
-94.597628,0.000030
-94.595346,0.000030
-94.593065,0.000030
-94.590784,0.000030
-94.588503,0.000030
-94.586221,0.000030
-94.583940,0.000030
-94.581659,0.000030
-94.579378,0.000030
-94.577096,0.000030
-94.574815,0.000030
-94.572534,0.000030
-94.570252,0.000030
-94.567971,0.000030
-94.565690,0.000030
-94.563409,0.000030
-94.561127,0.000030
-94.558846,0.000030
-94.556565,0.000030
-94.554284,0.000030
