# This file was generated with ParaNMR v1.14.0 at 12:34:40 21-07-2026 
shift (ppm),intensity (a.u.)
-91.162084,0.000409
-91.160100,0.000409
-91.158116,0.000409
-91.156133,0.000410
-91.154149,0.000410
-91.152165,0.000410
-91.150182,0.000410
-91.148198,0.000410
-91.146214,0.000410
-91.144231,0.000410
-91.142247,0.000410
-91.140263,0.000410
-91.138280,0.000410
-91.136296,0.000410
-91.134312,0.000410
-91.132328,0.000410
-91.130345,0.000410
-91.128361,0.000411
-91.126377,0.000411
-91.124394,0.000411
-91.122410,0.000411
-91.120426,0.000411
-91.118443,0.000411
-91.116459,0.000411
-91.114475,0.000411
-91.112492,0.000411
-91.110508,0.000411
-91.108524,0.000411
-91.106541,0.000411
-91.104557,0.000411
-91.102573,0.000411
-91.100590,0.000412
-91.098606,0.000412
-91.096622,0.000412
-91.094639,0.000412
-91.092655,0.000412
-91.090671,0.000412
-91.088688,0.000412
-91.086704,0.000412
-91.084720,0.000412
-91.082737,0.000412
-91.080753,0.000412
-91.078769,0.000412
-91.076785,0.000412
-91.074802,0.000412
-91.072818,0.000413
-91.070834,0.000413
-91.068851,0.000413
-91.066867,0.000413
-91.064883,0.000413
-91.062900,0.000413
-91.060916,0.000413
-91.058932,0.000413
-91.056949,0.000413
-91.054965,0.000413
-91.052981,0.000413
-91.050998,0.000413
-91.049014,0.000413
-91.047030,0.000413
-91.045047,0.000414
-91.043063,0.000414
-91.041079,0.000414
-91.039096,0.000414
-91.037112,0.000414
-91.035128,0.000414
-91.033145,0.000414
-91.031161,0.000414
-91.029177,0.000414
-91.027194,0.000414
-91.025210,0.000414
-91.023226,0.000414
-91.021242,0.000414
-91.019259,0.000414
-91.017275,0.000415
-91.015291,0.000415
-91.013308,0.000415
-91.011324,0.000415
-91.009340,0.000415
-91.007357,0.000415
-91.005373,0.000415
-91.003389,0.000415
-91.001406,0.000415
-90.999422,0.000415
-90.997438,0.000415
-90.995455,0.000415
-90.993471,0.000415
-90.991487,0.000415
-90.989504,0.000416
-90.987520,0.000416
-90.985536,0.000416
-90.983553,0.000416
-90.981569,0.000416
-90.979585,0.000416
-90.977602,0.000416
-90.975618,0.000416
-90.973634,0.000416
-90.971651,0.000416
-90.969667,0.000416
-90.967683,0.000416
-90.965699,0.000416
-90.963716,0.000416
-90.961732,0.000417
-90.959748,0.000417
-90.957765,0.000417
-90.955781,0.000417
-90.953797,0.000417
-90.951814,0.000417
-90.949830,0.000417
-90.947846,0.000417
-90.945863,0.000417
-90.943879,0.000417
-90.941895,0.000417
-90.939912,0.000417
-90.937928,0.000417
-90.935944,0.000417
-90.933961,0.000418
